lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847740984774938479314,2024,Tkachuk-Barkov-Verhaeghe,FLA,line,5on5,16,2240.0,139.0,0.47,0.6,0.56,27.32,1.89,1.75,7.28,1.09,14.7,11.29,1.84,1.94,1.9,24.0,14.0,17.0,55.0,4.0,3.0,1.0,5.0,0.0,9.0,17.0,20.0,34.0,1.0,2.0,21.0,12.0,2.0,14.0,31.0,5.0,2.0,0.8,0.58,0.51,2.0,2.0,0.0,56.07,38.0,39.03,5.0,0.36,0.65,0.65,1.61,1.64,1.62,21.59,2.17,1.32,5.59,0.7,11.54,8.69,2.0,2.06,1.9,18.0,12.0,7.0,37.0,0.0,3.0,0.0,6.0,0.0,10.0,11.0,18.0,30.0,2.0,4.0,13.0,17.0,3.0,7.0,25.0,2.0,3.0,0.78,0.18,1.2,0.0,0.0,0.0,36.71,30.0,29.38,2.0,0.27,1.2,1.2,1.24,1.22,1.18
847931684793368480011,2024,Kostin-Kunin-Grundstrom,SJS,line,5on5,3,1099.0,12.0,0.68,0.43,0.48,8.39,0.71,0.66,2.16,0.28,4.1,3.08,0.7,0.7,0.69,10.0,1.0,2.0,13.0,1.0,2.0,0.0,2.0,0.0,4.0,2.0,9.0,10.0,2.0,4.0,10.0,24.0,4.0,4.0,6.0,5.0,0.0,0.2,0.51,0.0,1.0,0.0,0.0,12.59,11.0,10.78,0.0,0.14,0.19,0.19,0.67,0.65,0.65,8.36,0.34,0.44,2.31,0.28,4.92,3.72,0.34,0.34,0.34,9.0,3.0,5.0,17.0,1.0,0.0,0.0,3.0,0.0,3.0,5.0,8.0,11.0,2.0,4.0,10.0,9.0,0.0,3.0,12.0,0.0,0.0,0.34,0.0,0.0,1.0,0.0,0.0,18.02,12.0,12.52,3.0,0.09,0.0,0.0,0.42,0.43,0.43
84764578482858,2024,Evans-Larsson,SEA,pairing,5on5,55,18201.0,272.0,0.44,0.47,0.49,136.25,9.45,8.37,34.8,4.72,77.48,58.17,9.22,9.24,9.02,126.0,67.0,58.0,251.0,11.0,14.0,1.0,34.0,0.0,55.0,79.0,115.0,182.0,13.0,26.0,125.0,127.0,24.0,68.0,154.0,34.0,5.0,3.94,4.27,1.23,6.0,5.0,0.0,244.94,193.0,189.07,29.0,1.72,1.57,1.57,9.59,9.41,9.24,144.9,11.86,9.2,35.4,4.84,79.09,59.62,11.5,12.15,11.79,125.0,75.0,88.0,288.0,13.0,10.0,2.0,34.0,1.0,69.0,73.0,112.0,187.0,22.0,44.0,124.0,110.0,16.0,83.0,157.0,34.0,9.0,5.0,4.13,2.73,6.0,6.0,1.0,295.66,200.0,205.16,36.0,1.9,2.39,2.39,11.37,11.67,11.51
847851984795428482201,2024,Hagel-Cirelli-Goncalves,TBL,line,5on5,19,1582.0,221.0,0.76,0.6,0.57,15.69,1.33,0.98,3.88,0.52,7.8,6.48,1.29,1.37,1.33,15.0,6.0,10.0,31.0,2.0,1.0,0.0,3.0,0.0,9.0,6.0,13.0,19.0,1.0,2.0,11.0,13.0,2.0,7.0,14.0,6.0,1.0,0.46,0.63,0.23,1.0,1.0,0.0,32.44,21.0,21.89,2.0,0.2,0.23,0.4,1.13,1.16,1.14,10.62,0.41,0.7,2.64,0.4,6.7,5.15,0.41,0.4,0.4,10.0,6.0,5.0,21.0,2.0,1.0,1.0,1.0,0.0,2.0,10.0,8.0,14.0,1.0,2.0,14.0,19.0,2.0,8.0,15.0,1.0,0.0,0.31,0.1,0.0,2.0,0.0,0.0,20.91,16.0,15.88,1.0,0.15,0.01,0.01,0.54,0.53,0.53
84793248484258,2024,Lindgren-Malinski,COL,pairing,5on5,2,971.0,5.0,0.57,0.48,0.53,5.95,0.31,0.28,1.61,0.2,3.3,2.31,0.31,0.3,0.3,5.0,3.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.0,8.0,0.0,0.0,6.0,9.0,2.0,5.0,6.0,2.0,0.0,0.1,0.21,0.0,0.0,0.0,0.0,12.83,8.0,7.9,2.0,0.06,0.0,0.0,0.37,0.35,0.35,5.07,0.23,0.23,1.58,0.17,2.61,2.17,0.22,0.24,0.24,7.0,0.0,7.0,14.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,7.0,7.0,1.0,4.0,5.0,7.0,2.0,3.0,6.0,1.0,0.0,0.09,0.14,0.0,0.0,0.0,0.0,14.28,7.0,7.21,3.0,0.05,0.14,0.14,0.14,0.14,0.14
847890484801448481582,2024,Robertson-Kampf-Lorentz,TOR,line,5on5,12,1192.0,165.0,0.45,0.63,0.59,7.63,0.35,0.54,2.17,0.26,3.91,2.77,0.34,0.37,0.35,7.0,3.0,9.0,19.0,0.0,2.0,0.0,2.0,0.0,5.0,1.0,7.0,10.0,1.0,2.0,8.0,10.0,1.0,7.0,8.0,2.0,0.0,0.12,0.23,0.0,0.0,0.0,0.0,18.52,10.0,9.94,4.0,0.11,0.23,0.23,0.23,0.23,0.23,4.62,0.43,0.29,1.22,0.16,2.83,2.08,0.42,0.41,0.4,6.0,1.0,4.0,11.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,7.0,1.0,2.0,9.0,17.0,0.0,4.0,5.0,2.0,0.0,0.14,0.28,0.0,0.0,0.0,0.0,10.78,7.0,6.77,1.0,0.06,0.17,0.17,0.31,0.3,0.3
847637484796718482451,2024,Pyyhtia-Kuraly-Olivier,CBJ,line,5on5,25,1321.0,272.0,0.35,0.41,0.43,7.35,0.49,0.5,1.94,0.32,3.73,3.02,0.49,0.51,0.5,6.0,4.0,5.0,15.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,5.0,9.0,3.0,9.0,10.0,14.0,3.0,7.0,7.0,3.0,0.0,0.18,0.31,0.0,1.0,0.0,0.0,15.29,10.0,10.28,2.0,0.1,0.14,0.14,0.45,0.46,0.46,9.28,0.91,0.55,2.23,0.33,5.21,3.77,0.89,0.89,0.88,7.0,6.0,9.0,22.0,0.0,2.0,0.0,1.0,0.0,2.0,8.0,7.0,13.0,2.0,9.0,6.0,12.0,2.0,9.0,11.0,1.0,1.0,0.33,0.14,0.43,0.0,0.0,0.0,22.37,13.0,13.27,6.0,0.11,0.57,0.57,0.44,0.44,0.44
847750384809958482259,2024,Mcmann-Holmberg-Domi,TOR,line,5on5,6,1309.0,50.0,0.6,0.6,0.62,9.47,0.41,0.59,2.22,0.29,5.57,3.92,0.41,0.43,0.43,10.0,3.0,8.0,21.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,10.0,13.0,1.0,2.0,8.0,4.0,4.0,7.0,12.0,1.0,0.0,0.32,0.09,0.0,0.0,0.0,0.0,22.2,13.0,13.72,3.0,0.12,0.0,0.0,0.53,0.56,0.56,5.89,0.28,0.32,1.29,0.18,3.12,2.81,0.28,0.27,0.27,6.0,2.0,6.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,6.0,8.0,3.0,6.0,9.0,6.0,0.0,8.0,7.0,1.0,0.0,0.18,0.1,0.0,0.0,0.0,0.0,12.85,8.0,7.38,5.0,0.06,0.05,0.05,0.29,0.28,0.28
84734468482142,2024,Drysdale-Johnson,PHI,pairing,5on5,12,2442.0,91.0,0.45,0.41,0.44,24.25,2.08,1.6,6.41,0.85,12.22,8.84,2.03,2.16,2.11,20.0,12.0,7.0,39.0,1.0,2.0,0.0,4.0,0.0,11.0,14.0,19.0,31.0,6.0,15.0,27.0,36.0,4.0,15.0,23.0,7.0,2.0,0.54,1.03,0.51,0.0,1.0,0.0,39.13,32.0,32.41,6.0,0.33,0.36,0.36,2.05,2.11,2.09,29.81,2.56,1.92,7.4,0.94,15.66,11.51,2.5,2.54,2.48,26.0,14.0,15.0,55.0,2.0,5.0,0.0,5.0,0.0,16.0,12.0,24.0,38.0,1.0,5.0,18.0,23.0,3.0,16.0,30.0,7.0,3.0,0.72,0.96,0.88,1.0,1.0,0.0,55.7,40.0,40.4,7.0,0.4,1.24,1.24,1.71,1.73,1.72
84746128482105,2024,Sanderson-Hamonic,OTT,pairing,5on5,43,23618.0,172.0,0.46,0.47,0.48,203.87,14.89,12.27,52.5,7.0,110.4,83.94,14.48,15.19,14.77,182.0,99.0,107.0,388.0,5.0,18.0,1.0,40.0,1.0,92.0,125.0,177.0,276.0,26.0,60.0,214.0,201.0,42.0,91.0,224.0,43.0,14.0,5.96,5.14,3.79,1.0,3.0,1.0,399.24,281.0,287.44,54.0,2.53,3.18,3.07,14.35,14.63,14.46,219.04,17.75,13.6,56.6,7.55,120.22,89.27,17.02,17.3,16.57,198.0,107.0,132.0,437.0,16.0,22.0,5.0,45.0,0.0,87.0,135.0,182.0,289.0,33.0,76.0,185.0,181.0,26.0,118.0,236.0,53.0,16.0,6.76,6.72,4.27,8.0,2.0,6.0,425.45,305.0,298.79,53.0,2.82,3.88,3.88,16.69,16.3,16.08
84745688474600,2024,Josi-Schenn,NSH,pairing,5on5,42,7839.0,279.0,0.5,0.47,0.49,59.53,5.65,4.26,14.3,2.1,32.07,23.62,5.29,5.64,5.29,57.0,25.0,33.0,115.0,8.0,8.0,1.0,13.0,1.0,27.0,25.0,49.0,74.0,9.0,24.0,45.0,78.0,7.0,31.0,56.0,19.0,7.0,1.54,2.46,1.65,4.0,3.0,1.0,113.39,82.0,81.78,14.0,0.88,1.48,1.48,5.06,5.07,4.94,62.66,5.76,4.43,14.93,2.03,34.86,24.0,5.44,5.88,5.55,56.0,30.0,42.0,128.0,5.0,5.0,1.0,9.0,0.0,27.0,40.0,51.0,81.0,10.0,26.0,56.0,47.0,7.0,47.0,58.0,24.0,4.0,1.73,3.04,0.99,4.0,0.0,1.0,132.17,86.0,88.86,16.0,0.93,1.15,1.15,5.53,5.68,5.48
847523184764198484958,2024,Cizikas-Pageau-Tsyplakov,NYI,line,5on5,8,2745.0,69.0,0.58,0.6,0.6,28.25,1.86,1.75,7.65,0.91,15.88,11.96,1.85,1.9,1.89,23.0,17.0,18.0,58.0,0.0,0.0,0.0,6.0,0.0,17.0,17.0,23.0,40.0,3.0,6.0,23.0,30.0,1.0,8.0,32.0,7.0,1.0,0.87,0.77,0.22,0.0,0.0,0.0,60.53,40.0,41.51,3.0,0.36,0.0,0.0,2.22,2.27,2.26,19.71,1.33,1.21,5.26,0.63,10.69,7.88,1.32,1.3,1.29,14.0,13.0,11.0,38.0,3.0,2.0,0.0,2.0,0.0,10.0,10.0,11.0,24.0,1.0,2.0,21.0,36.0,2.0,18.0,23.0,2.0,2.0,0.63,0.22,0.48,3.0,0.0,0.0,37.58,27.0,26.69,15.0,0.25,0.48,0.48,1.11,1.1,1.1
84780388479387,2024,Toews-Middleton,COL,pairing,5on5,15,700.0,164.0,0.3,0.71,0.64,5.15,0.21,0.32,1.07,0.14,2.89,2.36,0.21,0.22,0.22,2.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,7.0,1.0,2.0,1.0,7.0,0.0,4.0,7.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,12.75,7.0,7.44,0.0,0.07,0.0,0.0,0.28,0.29,0.29,3.21,0.51,0.25,0.79,0.11,1.34,1.01,0.47,0.54,0.5,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,6.0,1.0,4.0,1.0,2.0,1.0,0.02,0.28,0.21,0.0,1.0,0.0,5.29,4.0,4.25,2.0,0.05,0.17,0.17,0.39,0.41,0.41
847662484775058482101,2024,Gushchin-Wennberg-Goodrow,SJS,line,5on5,2,735.0,10.0,0.66,0.71,0.76,9.39,0.44,0.48,2.58,0.34,5.27,3.89,0.43,0.42,0.42,7.0,6.0,4.0,17.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,7.0,13.0,1.0,2.0,4.0,2.0,1.0,2.0,12.0,0.0,1.0,0.2,0.0,0.23,0.0,0.0,0.0,15.5,13.0,12.42,0.0,0.1,0.0,0.0,0.54,0.52,0.51,2.5,0.22,0.19,0.45,0.09,1.86,1.19,0.18,0.23,0.18,1.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,6.0,7.0,1.0,4.0,2.0,2.0,0.0,0.04,0.18,0.0,0.0,0.0,0.0,7.44,4.0,4.17,2.0,0.04,0.0,0.0,0.26,0.27,0.21
847418984753438479520,2024,Dowd-Eller-Duhaime,WSH,line,5on5,13,806.0,124.0,0.33,0.55,0.47,5.19,0.13,0.21,1.42,0.15,2.76,2.32,0.13,0.14,0.14,5.0,2.0,4.0,11.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,5.0,7.0,0.0,0.0,8.0,11.0,0.0,4.0,7.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,11.17,7.0,7.28,3.0,0.04,0.0,0.0,0.17,0.18,0.18,5.87,0.28,0.31,1.67,0.18,2.79,2.78,0.28,0.27,0.27,4.0,4.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,8.0,0.0,0.0,8.0,6.0,0.0,4.0,7.0,1.0,0.0,0.16,0.12,0.0,0.0,0.0,0.0,8.71,8.0,7.78,3.0,0.06,0.0,0.0,0.34,0.33,0.33
847645884779528484153,2024,Fabbri-Strome-Carlsson,ANA,line,5on5,3,1102.0,15.0,0.29,0.48,0.48,9.98,0.72,0.71,2.44,0.4,6.04,4.69,0.7,0.67,0.64,11.0,4.0,6.0,21.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,11.0,15.0,2.0,4.0,8.0,8.0,1.0,5.0,12.0,2.0,1.0,0.27,0.18,0.27,0.0,0.0,0.0,19.16,15.0,13.79,2.0,0.14,0.29,0.29,0.57,0.53,0.52,12.52,1.76,0.99,2.82,0.41,5.86,4.16,1.73,1.9,1.86,11.0,5.0,7.0,23.0,0.0,2.0,0.0,1.0,0.0,8.0,5.0,11.0,16.0,1.0,2.0,8.0,4.0,2.0,3.0,7.0,6.0,3.0,0.16,0.76,0.84,0.0,0.0,0.0,24.57,16.0,17.02,1.0,0.21,0.42,0.42,1.55,1.65,1.65
847687284807978481553,2024,Farabee-Laughton-Brink,PHI,line,5on5,12,4240.0,56.0,0.41,0.36,0.4,28.86,3.06,2.03,6.97,0.97,15.19,10.78,2.83,3.11,2.86,28.0,11.0,11.0,50.0,2.0,4.0,0.0,8.0,0.0,8.0,17.0,26.0,37.0,3.0,9.0,35.0,33.0,10.0,23.0,26.0,11.0,2.0,0.86,1.64,0.56,0.0,2.0,0.0,50.59,39.0,39.27,13.0,0.43,0.85,0.85,2.63,2.65,2.52,43.92,4.36,3.0,11.46,1.57,22.49,16.13,4.07,4.31,4.02,37.0,22.0,29.0,88.0,5.0,7.0,0.0,10.0,0.0,21.0,16.0,32.0,54.0,3.0,9.0,36.0,28.0,6.0,17.0,39.0,13.0,7.0,1.0,1.56,1.8,1.0,3.0,1.0,87.46,59.0,58.77,8.0,0.63,1.49,1.49,3.49,3.5,3.32
847750384779398481582,2024,Robertson-Domi-Nylander,TOR,line,5on5,7,974.0,72.0,0.45,0.5,0.5,10.02,0.64,0.61,2.68,0.34,5.63,4.11,0.64,0.62,0.62,10.0,4.0,6.0,20.0,0.0,1.0,0.0,1.0,0.0,5.0,7.0,10.0,14.0,3.0,9.0,9.0,3.0,2.0,2.0,11.0,2.0,1.0,0.27,0.18,0.2,0.0,0.0,0.0,19.98,14.0,14.04,0.0,0.13,0.04,0.04,0.73,0.71,0.7,10.48,0.79,0.66,2.7,0.33,5.61,3.92,0.73,0.79,0.73,10.0,4.0,6.0,20.0,1.0,2.0,1.0,6.0,0.0,4.0,1.0,9.0,13.0,2.0,7.0,12.0,2.0,2.0,3.0,11.0,2.0,1.0,0.2,0.33,0.26,0.0,1.0,0.0,20.51,14.0,14.41,0.0,0.14,0.4,0.4,0.53,0.53,0.52
847804684826918484136,2024,Heinen-Raty-Sasson,VAN,line,5on5,6,1952.0,25.0,0.39,0.39,0.4,8.32,0.74,0.51,1.99,0.31,4.8,3.65,0.74,0.73,0.73,7.0,5.0,6.0,18.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,7.0,12.0,0.0,0.0,14.0,27.0,5.0,10.0,10.0,1.0,1.0,0.38,0.12,0.24,0.0,0.0,0.0,17.92,12.0,12.04,5.0,0.1,0.0,0.0,0.85,0.83,0.83,13.38,1.16,0.78,3.26,0.4,6.83,5.56,1.16,1.17,1.17,12.0,6.0,10.0,28.0,1.0,0.0,0.0,4.0,0.0,2.0,11.0,11.0,17.0,2.0,4.0,11.0,15.0,7.0,11.0,12.0,5.0,1.0,0.25,0.67,0.24,0.0,1.0,0.0,28.18,18.0,18.15,7.0,0.16,0.0,0.0,1.32,1.33,1.33
847934484799968482055,2024,O'Connor-Glass-Puljujarvi,PIT,line,5on5,4,681.0,26.0,0.31,0.43,0.44,5.08,0.3,0.3,1.25,0.16,2.87,2.12,0.28,0.31,0.29,4.0,3.0,3.0,10.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,0.0,0.0,9.0,7.0,0.0,2.0,5.0,2.0,0.0,0.1,0.2,0.0,1.0,0.0,0.0,10.09,7.0,7.01,0.0,0.06,0.0,0.0,0.36,0.37,0.35,7.01,0.66,0.41,1.92,0.25,3.38,2.38,0.63,0.63,0.6,4.0,5.0,4.0,13.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,4.0,9.0,0.0,0.0,3.0,7.0,2.0,2.0,6.0,2.0,1.0,0.13,0.19,0.34,0.0,0.0,0.0,12.83,9.0,8.94,1.0,0.09,0.34,0.34,0.41,0.39,0.39
84780138479983,2024,Ferraro-Walman,SJS,pairing,5on5,36,2839.0,268.0,0.63,0.59,0.64,27.65,2.32,1.79,7.21,0.94,14.99,11.74,2.26,2.32,2.25,21.0,18.0,14.0,53.0,2.0,2.0,2.0,0.0,0.0,16.0,19.0,19.0,37.0,5.0,13.0,8.0,13.0,7.0,15.0,32.0,5.0,2.0,1.17,0.65,0.51,1.0,0.0,1.0,52.17,39.0,38.5,6.0,0.37,0.29,0.52,2.17,2.14,2.11,16.05,1.39,1.01,3.67,0.52,8.84,6.57,1.37,1.37,1.35,19.0,3.0,15.0,37.0,4.0,1.0,1.0,2.0,0.0,7.0,8.0,15.0,18.0,7.0,17.0,5.0,21.0,3.0,16.0,16.0,5.0,1.0,0.53,0.64,0.22,1.0,2.0,1.0,36.79,22.0,21.94,7.0,0.21,0.22,0.22,1.38,1.34,1.32
847854284801858482113,2024,Luostarinen-Rodrigues-Lundell,FLA,line,5on5,23,5599.0,144.0,0.37,0.54,0.5,42.77,2.07,2.47,11.36,1.46,24.42,18.21,2.02,2.06,2.02,39.0,21.0,35.0,95.0,3.0,2.0,0.0,6.0,0.0,28.0,21.0,36.0,57.0,6.0,12.0,58.0,46.0,5.0,29.0,53.0,7.0,0.0,1.3,0.77,0.0,1.0,2.0,0.0,96.43,60.0,60.34,15.0,0.5,0.21,0.21,2.36,2.35,2.3,43.87,3.57,2.94,10.8,1.44,24.12,18.12,3.47,3.59,3.49,37.0,24.0,21.0,82.0,1.0,3.0,0.0,6.0,0.0,24.0,27.0,36.0,60.0,5.0,10.0,54.0,36.0,4.0,20.0,46.0,12.0,3.0,1.38,1.49,0.7,0.0,1.0,0.0,81.97,61.0,61.33,8.0,0.62,0.44,0.44,3.75,3.77,3.71
847966184815328482124,2024,Jeannot-Byfield-Turcotte,LAK,line,5on5,12,708.0,189.0,0.47,0.5,0.47,5.51,0.39,0.33,1.5,0.2,2.9,2.69,0.38,0.38,0.37,5.0,3.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,5.0,8.0,3.0,6.0,1.0,5.0,4.0,4.0,7.0,1.0,0.0,0.23,0.15,0.0,0.0,0.0,0.0,11.24,8.0,8.03,3.0,0.07,0.0,0.0,0.45,0.44,0.44,6.6,0.44,0.39,1.61,0.19,3.74,2.63,0.44,0.43,0.43,7.0,2.0,2.0,11.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,7.0,9.0,1.0,2.0,8.0,8.0,2.0,1.0,8.0,1.0,0.0,0.25,0.19,0.0,0.0,0.0,0.0,10.77,9.0,8.86,1.0,0.08,0.0,0.0,0.52,0.51,0.51
84740908476856,2024,Smith-Dumba,DAL,pairing,5on5,12,5917.0,36.0,0.46,0.55,0.53,58.84,5.07,3.93,15.44,2.12,32.67,23.77,4.79,5.08,4.8,43.0,40.0,38.0,121.0,2.0,7.0,0.0,11.0,0.0,36.0,27.0,41.0,81.0,7.0,20.0,47.0,34.0,6.0,35.0,62.0,15.0,6.0,1.71,1.89,1.47,1.0,1.0,0.0,117.86,83.0,82.02,11.0,0.81,1.33,1.33,4.55,4.57,4.39,54.32,5.9,3.58,13.74,1.84,27.69,20.26,5.53,5.87,5.51,47.0,26.0,25.0,98.0,9.0,9.0,3.0,7.0,0.0,20.0,28.0,38.0,64.0,5.0,20.0,42.0,48.0,7.0,35.0,48.0,16.0,9.0,1.31,2.11,2.47,4.0,2.0,3.0,98.33,73.0,72.95,16.0,0.75,1.48,1.48,5.17,5.14,5.07
847794984808028484145,2024,Benson-Mcleod-Tuch,BUF,line,5on5,14,1116.0,165.0,0.44,0.57,0.56,10.41,0.82,0.74,2.66,0.34,6.08,4.36,0.78,0.8,0.77,11.0,4.0,5.0,20.0,1.0,2.0,0.0,1.0,0.0,5.0,6.0,10.0,14.0,1.0,2.0,10.0,6.0,7.0,1.0,12.0,3.0,0.0,0.4,0.41,0.0,1.0,0.0,0.0,19.42,15.0,14.78,1.0,0.15,0.28,0.28,0.69,0.68,0.66,9.2,1.05,0.61,2.1,0.29,4.37,3.57,1.02,1.05,1.02,10.0,2.0,3.0,15.0,1.0,3.0,0.0,1.0,0.0,1.0,6.0,9.0,11.0,0.0,0.0,11.0,6.0,2.0,5.0,6.0,5.0,1.0,0.2,0.61,0.24,0.0,1.0,0.0,14.67,12.0,11.81,2.0,0.13,0.44,0.44,0.74,0.73,0.72
84810598482516,2024,Perunovich-Kessel,STL,pairing,5on5,11,4100.0,45.0,0.41,0.5,0.44,24.74,2.29,1.69,5.59,0.76,13.99,9.69,2.27,2.27,2.25,23.0,11.0,20.0,54.0,3.0,1.0,1.0,4.0,0.0,11.0,15.0,20.0,31.0,4.0,8.0,23.0,33.0,4.0,23.0,22.0,9.0,3.0,0.54,1.1,0.65,0.0,2.0,1.0,53.98,34.0,34.21,8.0,0.35,0.23,0.23,2.41,2.4,2.38,31.85,3.27,2.08,7.57,1.05,17.16,12.87,3.04,3.38,3.15,29.0,15.0,11.0,55.0,5.0,4.0,2.0,7.0,0.0,12.0,16.0,24.0,39.0,3.0,6.0,29.0,25.0,3.0,24.0,32.0,8.0,4.0,0.96,1.01,1.3,2.0,1.0,2.0,57.15,44.0,45.45,11.0,0.43,1.24,1.24,2.46,2.56,2.52
847351284788748482116,2024,Sttzle-Gaudette-Giroux,OTT,line,5on5,18,6719.0,91.0,0.51,0.55,0.55,61.49,4.51,3.77,15.2,2.13,35.31,26.06,4.39,4.64,4.51,58.0,29.0,25.0,112.0,8.0,4.0,1.0,17.0,0.0,26.0,32.0,50.0,79.0,4.0,8.0,54.0,33.0,13.0,26.0,70.0,13.0,4.0,1.95,1.45,1.12,5.0,1.0,2.0,115.32,87.0,89.36,14.0,0.77,0.88,0.88,4.4,4.51,4.42,49.48,4.39,3.05,12.62,1.82,27.25,20.86,4.1,4.34,4.06,48.0,22.0,23.0,93.0,1.0,5.0,0.0,11.0,0.0,30.0,23.0,47.0,69.0,4.0,8.0,46.0,50.0,10.0,36.0,53.0,10.0,7.0,1.31,1.39,1.69,1.0,0.0,0.0,90.59,70.0,68.5,18.0,0.63,0.8,0.8,4.22,4.17,3.97
847935984815228484145,2024,Malenstyn-Krebs-Benson,BUF,line,5on5,5,885.0,61.0,0.9,0.71,0.77,7.48,0.53,0.63,1.86,0.24,4.06,2.67,0.53,0.51,0.51,6.0,4.0,5.0,15.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,6.0,10.0,1.0,2.0,8.0,7.0,0.0,2.0,8.0,2.0,0.0,0.22,0.31,0.0,0.0,0.0,0.0,14.78,10.0,9.71,1.0,0.13,0.01,0.01,0.66,0.63,0.63,2.04,0.06,0.1,0.51,0.06,1.31,0.96,0.06,0.06,0.06,2.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,3.0,6.0,9.0,14.0,2.0,2.0,3.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,5.89,3.0,3.01,2.0,0.02,0.0,0.0,0.08,0.08,0.08
