lineId,season,name,team,position,situation,games_played,icetime,iceTimeRank,xGoalsPercentage,corsiPercentage,fenwickPercentage,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
847849884804598481535,2024,Hoglander-Suter-Debrusk,VAN,line,5on5,6,769.0,85.0,0.82,0.45,0.62,6.1,0.8,0.4,1.34,0.2,2.79,2.47,0.79,0.8,0.79,6.0,2.0,2.0,10.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,6.0,8.0,0.0,0.0,8.0,5.0,1.0,4.0,5.0,1.0,2.0,0.14,0.08,0.57,0.0,0.0,0.0,10.08,8.0,8.04,2.0,0.09,0.31,0.31,0.58,0.58,0.58,3.74,0.18,0.18,1.0,0.1,1.97,1.58,0.18,0.18,0.17,3.0,2.0,7.0,12.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,7.0,8.0,0.0,5.0,4.0,1.0,0.0,0.08,0.1,0.0,0.0,1.0,0.0,12.08,5.0,4.9,1.0,0.04,0.0,0.0,0.21,0.21,0.21
847999984810428483930,2024,Ivan-Mittelstadt-Kovalenko,COL,line,5on5,10,1714.0,106.0,0.59,0.52,0.53,14.23,1.01,1.0,3.56,0.54,8.03,5.86,0.98,0.96,0.93,10.0,10.0,7.0,27.0,0.0,3.0,0.0,0.0,0.0,6.0,11.0,10.0,20.0,2.0,4.0,8.0,10.0,3.0,9.0,16.0,3.0,1.0,0.47,0.32,0.22,0.0,0.0,0.0,26.23,20.0,19.38,4.0,0.21,0.32,0.32,0.9,0.86,0.85,12.71,0.72,0.79,3.16,0.43,7.5,5.41,0.71,0.73,0.73,8.0,10.0,7.0,25.0,1.0,2.0,0.0,1.0,0.0,6.0,8.0,7.0,17.0,1.0,2.0,15.0,10.0,2.0,9.0,15.0,3.0,0.0,0.3,0.42,0.0,0.0,1.0,0.0,25.49,18.0,18.24,5.0,0.16,0.19,0.19,0.68,0.71,0.71
847687384769258477446,2024,Jankowski-Mccarron-Sissons,NSH,line,5on5,15,3272.0,137.0,0.67,0.61,0.63,24.88,2.87,1.82,6.16,0.8,12.44,8.91,2.74,2.82,2.69,24.0,9.0,19.0,52.0,1.0,4.0,1.0,6.0,0.0,9.0,13.0,23.0,32.0,4.0,17.0,39.0,27.0,7.0,10.0,18.0,11.0,4.0,0.35,1.61,0.91,0.0,1.0,0.0,50.82,33.0,32.32,4.0,0.38,0.98,0.62,2.63,2.57,2.55,13.49,1.4,0.92,3.36,0.46,7.16,5.7,1.34,1.41,1.35,8.0,11.0,14.0,33.0,1.0,2.0,0.0,2.0,0.0,8.0,6.0,7.0,18.0,5.0,19.0,27.0,33.0,3.0,8.0,14.0,3.0,2.0,0.58,0.39,0.43,0.0,1.0,0.0,34.06,19.0,19.22,6.0,0.19,0.28,0.28,1.31,1.33,1.3
84815468482142,2024,York-Drysdale,PHI,pairing,5on5,33,2118.0,276.0,0.35,0.47,0.39,12.65,1.11,0.93,3.41,0.59,7.37,5.59,1.07,1.1,1.06,11.0,8.0,17.0,36.0,0.0,1.0,0.0,2.0,0.0,8.0,8.0,11.0,19.0,1.0,2.0,12.0,12.0,1.0,6.0,15.0,3.0,1.0,0.37,0.36,0.38,0.0,0.0,0.0,35.02,19.0,18.66,4.0,0.19,0.38,0.38,0.92,0.89,0.88,21.05,2.05,1.42,5.0,0.74,11.73,9.06,2.03,2.18,2.16,18.0,12.0,10.0,40.0,4.0,2.0,1.0,0.0,0.0,8.0,16.0,14.0,26.0,1.0,2.0,6.0,9.0,6.0,14.0,22.0,6.0,2.0,0.7,0.66,0.69,1.0,2.0,1.0,43.37,30.0,32.1,8.0,0.29,0.69,0.69,1.65,1.73,1.73
84793258479369,2024,Mcavoy-Peeke,BOS,pairing,5on5,32,1427.0,277.0,0.46,0.37,0.39,9.16,0.67,0.53,2.34,0.27,4.38,3.8,0.64,0.65,0.62,9.0,3.0,2.0,14.0,0.0,1.0,0.0,4.0,0.0,1.0,6.0,9.0,12.0,2.0,4.0,2.0,8.0,3.0,3.0,10.0,1.0,1.0,0.24,0.09,0.34,0.0,0.0,0.0,13.73,12.0,11.89,1.0,0.11,0.34,0.34,0.44,0.43,0.43,13.56,0.8,0.7,3.24,0.43,7.4,6.43,0.8,0.81,0.81,12.0,7.0,5.0,24.0,3.0,0.0,0.0,2.0,0.0,4.0,10.0,9.0,16.0,1.0,2.0,0.0,8.0,1.0,7.0,16.0,3.0,0.0,0.38,0.42,0.0,1.0,2.0,0.0,24.47,19.0,19.59,3.0,0.14,0.0,0.0,0.94,0.96,0.96
84745788476891,2024,Grzelcyk-Karlsson,PIT,pairing,5on5,67,37670.0,227.0,0.47,0.5,0.49,324.77,24.7,20.95,83.21,10.84,176.94,129.36,23.67,24.5,23.49,299.0,147.0,190.0,636.0,31.0,29.0,2.0,64.0,1.0,139.0,182.0,268.0,415.0,25.0,54.0,339.0,170.0,54.0,174.0,350.0,80.0,16.0,9.4,10.35,4.95,18.0,13.0,0.0,630.38,446.0,441.17,81.0,4.34,5.53,5.69,23.35,23.15,22.8,331.99,27.96,21.83,84.79,11.37,180.87,131.18,26.98,27.99,27.03,302.0,156.0,166.0,624.0,28.0,32.0,1.0,56.0,1.0,136.0,205.0,274.0,430.0,23.0,48.0,306.0,196.0,57.0,178.0,347.0,91.0,20.0,10.24,11.83,5.9,17.0,10.0,1.0,625.78,458.0,461.12,86.0,4.55,5.28,5.28,27.23,27.34,26.75
847515184757548478115,2024,Engvall-Nelson-Palmieri,NYI,line,5on5,18,1628.0,184.0,0.25,0.29,0.29,11.17,0.87,0.64,3.23,0.4,5.75,4.12,0.85,0.81,0.8,11.0,4.0,4.0,19.0,0.0,3.0,0.0,0.0,0.0,4.0,8.0,11.0,15.0,2.0,4.0,8.0,6.0,5.0,5.0,12.0,2.0,1.0,0.27,0.32,0.28,0.0,0.0,0.0,18.01,15.0,14.15,2.0,0.13,0.33,0.5,0.5,0.47,0.47,26.44,2.65,1.76,6.7,0.87,14.28,9.75,2.57,2.68,2.61,26.0,10.0,10.0,46.0,2.0,5.0,1.0,3.0,0.0,16.0,10.0,24.0,34.0,2.0,4.0,9.0,16.0,7.0,3.0,24.0,10.0,2.0,0.52,1.5,0.62,1.0,0.0,1.0,48.91,36.0,37.27,1.0,0.37,1.14,1.14,1.87,1.91,1.9
84808078482671,2024,Power-Samuelsson,BUF,pairing,5on5,36,18149.0,171.0,0.41,0.45,0.46,138.5,9.78,8.96,34.8,4.49,78.49,56.48,9.56,9.91,9.69,125.0,68.0,63.0,256.0,14.0,10.0,3.0,24.0,0.0,66.0,79.0,111.0,179.0,15.0,36.0,144.0,125.0,14.0,67.0,162.0,25.0,6.0,4.83,3.15,1.8,7.0,6.0,1.0,259.36,193.0,194.61,37.0,1.84,2.04,1.81,9.8,9.9,9.8,161.45,14.24,10.25,40.93,5.27,87.83,64.48,13.53,14.04,13.34,157.0,66.0,86.0,309.0,13.0,13.0,2.0,32.0,1.0,72.0,92.0,144.0,210.0,21.0,48.0,133.0,130.0,30.0,83.0,164.0,44.0,15.0,4.92,5.35,3.97,6.0,5.0,2.0,307.27,223.0,222.88,40.0,2.13,2.7,3.06,13.31,13.14,12.86
847643284824758482660,2024,Johnson-Jenner-Chinakhov,CBJ,line,5on5,3,1170.0,16.0,0.55,0.66,0.58,13.72,1.21,0.96,3.18,0.5,8.98,6.17,1.14,1.13,1.07,9.0,12.0,10.0,31.0,0.0,1.0,0.0,1.0,0.0,9.0,10.0,9.0,21.0,1.0,2.0,16.0,6.0,1.0,5.0,16.0,4.0,1.0,0.49,0.4,0.32,0.0,0.0,0.0,28.45,21.0,19.52,0.0,0.2,0.32,0.32,1.08,1.02,0.98,11.47,1.0,0.73,2.97,0.34,5.75,4.21,0.99,1.04,1.03,8.0,7.0,1.0,16.0,2.0,0.0,0.0,1.0,0.0,6.0,6.0,6.0,13.0,2.0,4.0,11.0,3.0,3.0,5.0,10.0,5.0,0.0,0.29,0.71,0.0,1.0,1.0,0.0,17.52,15.0,16.0,3.0,0.15,0.0,0.0,1.15,1.2,1.19
847638984785508482157,2024,Cuylle-Trocheck-Panarin,NYR,line,5on5,9,2392.0,60.0,0.45,0.51,0.51,23.11,1.87,1.51,5.75,0.74,12.7,9.43,1.8,1.87,1.8,21.0,11.0,11.0,43.0,5.0,3.0,2.0,6.0,0.0,11.0,7.0,16.0,27.0,1.0,2.0,20.0,24.0,1.0,10.0,24.0,6.0,2.0,0.64,0.65,0.58,2.0,2.0,1.0,44.1,32.0,32.81,7.0,0.31,0.69,0.69,1.48,1.52,1.5,24.07,2.28,1.64,5.51,0.66,12.05,8.85,2.13,2.24,2.08,20.0,11.0,10.0,41.0,1.0,2.0,0.0,2.0,0.0,13.0,13.0,19.0,30.0,4.0,8.0,14.0,12.0,3.0,11.0,22.0,6.0,3.0,0.72,0.72,0.84,1.0,0.0,0.0,40.02,31.0,30.31,4.0,0.34,0.62,0.62,2.0,1.97,1.88
84751798477220,2024,Kulikov-Schmidt,FLA,pairing,5on5,53,5971.0,370.0,0.65,0.53,0.5,41.08,4.08,2.75,10.59,1.44,21.69,15.45,3.76,4.16,3.83,30.0,26.0,28.0,84.0,6.0,7.0,2.0,10.0,0.0,21.0,12.0,24.0,50.0,8.0,19.0,37.0,53.0,10.0,25.0,43.0,6.0,7.0,1.17,0.82,2.09,3.0,1.0,2.0,88.46,56.0,57.98,16.0,0.58,1.91,1.91,2.74,2.8,2.69,39.8,2.16,2.21,10.38,1.36,22.72,18.18,2.15,2.2,2.19,28.0,29.0,17.0,74.0,1.0,2.0,0.0,7.0,0.0,19.0,28.0,27.0,56.0,7.0,17.0,26.0,52.0,7.0,22.0,51.0,5.0,1.0,1.14,0.66,0.35,1.0,0.0,0.0,73.95,57.0,56.72,11.0,0.45,0.15,0.15,2.46,2.5,2.48
84752798482762,2024,Edvinsson-Chiarot,DET,pairing,5on5,52,3041.0,351.0,0.55,0.46,0.47,28.05,3.1,1.77,7.15,0.99,13.72,11.27,2.96,2.96,2.82,23.0,15.0,10.0,48.0,3.0,7.0,1.0,5.0,0.0,4.0,19.0,20.0,35.0,1.0,2.0,4.0,12.0,4.0,14.0,25.0,8.0,5.0,0.56,0.89,1.65,1.0,1.0,1.0,46.44,38.0,36.96,8.0,0.37,1.75,1.75,1.73,1.7,1.69,30.69,2.57,1.85,7.25,1.01,16.61,12.72,2.5,2.6,2.53,27.0,15.0,14.0,56.0,3.0,3.0,0.0,3.0,0.0,16.0,17.0,24.0,39.0,1.0,2.0,3.0,24.0,6.0,16.0,33.0,7.0,2.0,1.0,0.95,0.63,2.0,1.0,0.0,56.32,42.0,42.29,10.0,0.38,0.52,0.52,2.44,2.46,2.41
847688084782338478440,2024,Mangiapane-Strome-Wilson,WSH,line,5on5,11,2039.0,142.0,0.4,0.42,0.42,11.29,1.11,0.78,2.89,0.38,6.29,4.55,1.06,1.07,1.02,12.0,4.0,6.0,22.0,0.0,1.0,0.0,2.0,0.0,8.0,5.0,12.0,16.0,1.0,2.0,23.0,13.0,2.0,6.0,11.0,4.0,1.0,0.34,0.44,0.34,0.0,0.0,0.0,21.47,16.0,15.58,0.0,0.16,0.34,0.34,0.94,0.91,0.88,17.0,1.65,0.94,4.62,0.57,7.88,6.35,1.57,1.65,1.56,12.0,10.0,8.0,30.0,1.0,3.0,1.0,1.0,0.0,7.0,10.0,11.0,21.0,2.0,4.0,20.0,11.0,2.0,4.0,16.0,4.0,2.0,0.47,0.68,0.5,0.0,0.0,1.0,29.39,22.0,21.83,1.0,0.2,0.65,0.65,1.2,1.21,1.19
84752188480803,2024,Ekholm-Bouchard,EDM,pairing,5on5,60,56099.0,67.0,0.59,0.6,0.59,576.86,50.59,37.1,142.9,18.9,308.3,228.21,48.56,50.7,48.67,538.0,248.0,313.0,1099.0,40.0,59.0,6.0,124.0,0.0,262.0,301.0,498.0,746.0,40.0,88.0,478.0,174.0,95.0,257.0,595.0,138.0,53.0,18.25,17.07,15.27,16.0,18.0,6.0,1100.16,786.0,790.19,107.0,7.7,12.81,12.96,45.32,45.52,44.66,398.65,35.16,25.04,100.21,13.51,213.06,157.01,34.14,35.01,34.0,363.0,181.0,183.0,727.0,34.0,38.0,6.0,73.0,0.0,159.0,240.0,329.0,510.0,59.0,124.0,472.0,290.0,80.0,242.0,399.0,110.0,35.0,11.74,13.53,9.89,14.0,13.0,7.0,723.99,544.0,541.66,111.0,5.21,8.42,8.42,31.95,31.82,31.28
84751818481598,2024,Leddy-Broberg,STL,pairing,5on5,12,705.0,80.0,0.78,0.61,0.63,7.95,0.94,0.52,1.92,0.22,3.35,3.05,0.93,0.98,0.97,8.0,2.0,4.0,14.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,7.0,9.0,0.0,0.0,2.0,7.0,2.0,2.0,5.0,4.0,1.0,0.12,0.58,0.23,0.0,1.0,0.0,14.65,10.0,10.39,1.0,0.11,0.18,0.18,0.87,0.91,0.91,4.24,0.27,0.22,1.03,0.18,2.19,2.12,0.26,0.25,0.25,6.0,0.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,6.0,0.0,0.0,3.0,3.0,1.0,4.0,4.0,2.0,0.0,0.09,0.18,0.0,0.0,0.0,0.0,8.65,6.0,5.77,3.0,0.05,0.0,0.0,0.31,0.3,0.29
84784548480073,2024,Brannstrom-Juulsen,VAN,pairing,5on5,15,3329.0,103.0,0.43,0.54,0.55,23.31,1.39,1.47,6.46,0.81,14.23,9.64,1.38,1.31,1.3,22.0,12.0,18.0,52.0,2.0,0.0,0.0,5.0,0.0,14.0,13.0,20.0,32.0,6.0,15.0,20.0,41.0,4.0,12.0,30.0,3.0,1.0,0.79,0.39,0.21,2.0,0.0,0.0,49.67,34.0,32.46,9.0,0.3,0.0,0.0,1.69,1.59,1.58,21.51,1.84,1.45,4.78,0.6,11.13,8.2,1.79,1.98,1.93,23.0,5.0,16.0,44.0,5.0,1.0,1.0,4.0,0.0,9.0,9.0,18.0,23.0,2.0,7.0,33.0,26.0,5.0,10.0,21.0,5.0,2.0,0.63,0.68,0.53,2.0,2.0,1.0,47.03,28.0,29.92,6.0,0.3,0.31,0.31,1.82,1.97,1.95
847847484796198480855,2024,Crouse-Mcbain-Carcone,UTA,line,5on5,3,1595.0,7.0,0.7,0.65,0.67,18.9,1.66,1.25,4.51,0.59,10.65,7.34,1.65,1.59,1.58,13.0,13.0,8.0,34.0,0.0,1.0,0.0,5.0,0.0,6.0,14.0,13.0,26.0,3.0,9.0,10.0,17.0,2.0,9.0,19.0,5.0,2.0,0.47,0.61,0.58,0.0,0.0,0.0,33.59,26.0,25.73,2.0,0.26,0.34,0.34,1.57,1.53,1.52,9.98,0.7,0.5,2.78,0.36,4.62,4.04,0.69,0.71,0.7,9.0,4.0,5.0,18.0,2.0,1.0,0.0,1.0,0.0,7.0,2.0,7.0,11.0,2.0,7.0,18.0,11.0,3.0,5.0,12.0,0.0,1.0,0.44,0.0,0.26,1.0,0.0,1.0,18.01,13.0,12.93,1.0,0.11,0.03,0.03,0.78,0.79,0.78
847518484763898482132,2024,Kreider-Trocheck-Berard,NYR,line,5on5,1,724.0,1.0,0.25,0.5,0.38,3.61,0.29,0.24,0.93,0.1,2.02,1.41,0.29,0.3,0.29,3.0,2.0,6.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,8.0,12.0,1.0,3.0,4.0,1.0,0.0,0.13,0.17,0.0,0.0,0.0,0.0,10.9,5.0,4.89,1.0,0.05,0.0,0.0,0.35,0.35,0.34,5.77,0.88,0.47,1.21,0.18,3.15,2.11,0.85,0.86,0.84,5.0,3.0,3.0,11.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,5.0,8.0,0.0,0.0,7.0,4.0,2.0,7.0,4.0,3.0,1.0,0.14,0.48,0.26,0.0,0.0,0.0,11.17,8.0,8.19,2.0,0.1,0.17,0.17,0.81,0.8,0.8
84706138480336,2024,Walker-Burns,CAR,pairing,5on5,36,1487.0,286.0,0.36,0.45,0.45,16.45,0.96,0.8,3.75,0.49,8.12,7.88,0.96,1.0,1.0,18.0,4.0,8.0,30.0,0.0,1.0,0.0,6.0,0.0,7.0,8.0,18.0,22.0,0.0,0.0,3.0,7.0,4.0,7.0,17.0,5.0,0.0,0.43,0.53,0.0,0.0,0.0,0.0,31.66,22.0,23.17,2.0,0.16,0.04,0.0,1.12,1.17,1.16,19.91,1.74,1.42,5.16,0.67,10.75,7.27,1.7,1.77,1.74,21.0,6.0,10.0,37.0,2.0,3.0,0.0,2.0,0.0,10.0,10.0,19.0,25.0,2.0,4.0,9.0,12.0,1.0,10.0,19.0,8.0,0.0,0.65,1.09,0.0,1.0,1.0,0.0,37.26,27.0,27.19,6.0,0.3,0.41,0.41,1.62,1.67,1.65
84784608481161,2024,Werenski-Christiansen,CBJ,pairing,5on5,39,2554.0,308.0,0.49,0.52,0.48,20.63,1.26,1.28,5.71,0.75,10.98,9.03,1.25,1.25,1.24,17.0,12.0,14.0,43.0,2.0,3.0,0.0,6.0,0.0,10.0,8.0,15.0,27.0,5.0,13.0,5.0,17.0,2.0,18.0,26.0,3.0,0.0,0.73,0.53,0.0,0.0,2.0,0.0,43.01,29.0,28.46,10.0,0.26,0.13,0.13,1.4,1.38,1.38,22.44,1.32,1.24,5.32,0.7,12.53,9.89,1.32,1.31,1.31,18.0,13.0,8.0,39.0,2.0,0.0,0.0,1.0,0.0,9.0,19.0,16.0,29.0,4.0,8.0,8.0,20.0,3.0,13.0,26.0,5.0,0.0,0.77,0.55,0.0,1.0,1.0,0.0,38.88,31.0,31.3,4.0,0.25,0.0,0.0,1.57,1.56,1.56
84784698482095,2024,Chabot-Kleven,OTT,pairing,5on5,16,1083.0,130.0,0.37,0.63,0.64,11.19,0.47,0.62,2.77,0.37,6.78,4.98,0.47,0.47,0.47,11.0,5.0,6.0,22.0,0.0,0.0,0.0,5.0,0.0,7.0,4.0,11.0,16.0,2.0,4.0,3.0,9.0,2.0,2.0,15.0,1.0,0.0,0.37,0.1,0.0,0.0,0.0,0.0,22.2,16.0,16.13,1.0,0.12,0.0,0.0,0.59,0.6,0.6,7.0,0.82,0.54,1.34,0.19,3.44,2.68,0.82,0.83,0.83,4.0,5.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,9.0,3.0,6.0,4.0,10.0,3.0,3.0,5.0,3.0,1.0,0.12,0.43,0.26,0.0,0.0,0.0,13.32,9.0,9.09,1.0,0.11,0.0,0.0,0.93,0.95,0.95
847742684820708482201,2024,Goncalves-Paul-Chaffee,TBL,line,5on5,19,6650.0,118.0,0.38,0.45,0.46,47.81,3.25,2.97,11.76,1.51,26.61,19.89,3.19,3.39,3.33,36.0,30.0,23.0,89.0,4.0,1.0,0.0,7.0,0.0,28.0,26.0,32.0,62.0,5.0,10.0,50.0,37.0,15.0,20.0,51.0,14.0,1.0,1.21,1.75,0.29,3.0,1.0,0.0,95.49,66.0,69.12,8.0,0.61,0.18,0.18,3.67,3.83,3.77,55.31,5.4,3.9,14.68,2.23,30.28,21.51,4.25,5.2,4.09,48.0,30.0,32.0,110.0,1.0,10.0,0.0,9.0,0.0,25.0,33.0,47.0,77.0,11.0,22.0,44.0,74.0,7.0,34.0,58.0,15.0,5.0,1.94,1.92,1.54,0.0,1.0,0.0,103.38,78.0,74.34,16.0,0.8,2.28,2.28,3.92,3.77,3.66
847740484780108479591,2024,Eyssimont-Point-Guentzel,TBL,line,5on5,11,917.0,120.0,0.63,0.6,0.64,16.52,1.89,1.15,4.38,0.58,7.56,5.44,1.79,2.0,1.9,12.0,9.0,3.0,24.0,1.0,5.0,0.0,3.0,0.0,6.0,6.0,11.0,20.0,1.0,2.0,4.0,3.0,2.0,3.0,13.0,5.0,3.0,0.46,0.67,0.76,0.0,1.0,0.0,25.24,21.0,21.95,3.0,0.24,0.82,0.82,1.32,1.39,1.36,9.11,1.12,0.56,2.24,0.27,4.59,3.22,1.12,1.11,1.11,7.0,5.0,4.0,16.0,1.0,0.0,0.0,4.0,0.0,6.0,1.0,6.0,11.0,1.0,2.0,6.0,8.0,1.0,0.0,8.0,1.0,3.0,0.26,0.1,0.77,0.0,1.0,0.0,15.64,12.0,11.92,0.0,0.12,0.0,0.0,1.24,1.23,1.22
848088084821778483499,2024,Ohgren-Khusnutdinov-Lauko,MIN,line,5on5,9,1657.0,81.0,0.31,0.35,0.41,9.21,0.49,0.51,2.37,0.3,5.21,4.12,0.49,0.52,0.52,7.0,6.0,6.0,19.0,1.0,0.0,0.0,2.0,0.0,3.0,7.0,6.0,12.0,1.0,2.0,10.0,16.0,1.0,13.0,11.0,2.0,0.0,0.31,0.18,0.0,1.0,0.0,0.0,19.8,13.0,13.57,6.0,0.1,0.0,0.0,0.6,0.63,0.62,13.58,1.08,0.92,3.1,0.48,8.1,5.32,1.06,1.02,1.0,15.0,4.0,17.0,36.0,1.0,0.0,0.0,4.0,0.0,8.0,6.0,14.0,18.0,0.0,0.0,11.0,15.0,1.0,4.0,15.0,4.0,0.0,0.53,0.56,0.0,1.0,0.0,0.0,33.96,19.0,18.12,1.0,0.19,0.0,0.0,1.27,1.2,1.18
847637484824518484166,2024,Pyyhtia-Fantilli-Kuraly,CBJ,line,5on5,12,1093.0,111.0,0.27,0.43,0.43,7.55,0.37,0.38,2.1,0.23,3.83,3.08,0.37,0.37,0.37,7.0,3.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,7.0,10.0,0.0,0.0,5.0,5.0,4.0,6.0,8.0,2.0,0.0,0.15,0.22,0.0,0.0,0.0,0.0,12.68,10.0,9.88,3.0,0.08,0.0,0.0,0.45,0.45,0.44,9.71,0.99,0.57,3.02,0.41,4.67,3.33,0.97,1.01,0.99,10.0,3.0,4.0,17.0,0.0,3.0,0.0,1.0,0.0,6.0,3.0,10.0,13.0,1.0,2.0,10.0,5.0,3.0,5.0,9.0,2.0,2.0,0.14,0.31,0.53,0.0,0.0,0.0,17.25,13.0,13.07,4.0,0.12,0.72,0.72,0.39,0.4,0.4
84754558476462,2024,Dillon-Hamilton,NJD,pairing,5on5,61,42696.0,170.0,0.53,0.52,0.52,419.85,37.12,27.02,107.95,14.84,224.37,162.7,35.86,37.6,36.34,382.0,192.0,245.0,819.0,42.0,57.0,8.0,76.0,0.0,165.0,234.0,340.0,532.0,58.0,132.0,335.0,379.0,55.0,213.0,432.0,98.0,44.0,11.88,12.78,12.46,21.0,12.0,9.0,832.62,574.0,584.07,100.0,5.59,10.06,10.4,32.3,32.71,32.08,388.0,33.12,24.43,99.08,12.87,212.16,155.33,31.91,33.09,31.85,345.0,192.0,224.0,761.0,32.0,39.0,6.0,90.0,0.0,162.0,214.0,313.0,505.0,49.0,114.0,369.0,306.0,57.0,186.0,409.0,96.0,32.0,11.35,11.92,9.85,16.0,10.0,6.0,753.57,537.0,531.62,81.0,5.06,8.71,8.71,29.47,29.28,28.94
84778518478450,2024,Oesterle-Wotherspoon,BOS,pairing,5on5,7,1878.0,49.0,0.4,0.48,0.47,15.16,1.49,0.89,3.42,0.46,7.89,5.86,1.47,1.45,1.42,11.0,9.0,10.0,30.0,2.0,1.0,0.0,4.0,0.0,4.0,9.0,9.0,18.0,0.0,0.0,7.0,20.0,3.0,14.0,14.0,5.0,1.0,0.43,0.66,0.4,1.0,1.0,0.0,28.2,20.0,19.13,4.0,0.18,0.4,0.4,1.27,1.23,1.23,17.12,2.26,1.06,4.29,0.57,8.58,6.24,2.15,2.38,2.27,14.0,9.0,9.0,32.0,1.0,3.0,0.0,3.0,0.0,9.0,7.0,13.0,22.0,1.0,2.0,16.0,7.0,6.0,5.0,11.0,11.0,1.0,0.42,1.35,0.49,0.0,1.0,0.0,34.26,23.0,24.34,4.0,0.22,0.74,0.74,1.75,1.85,1.83
84821118482964,2024,Xhekaj-Barron,MTL,pairing,5on5,12,2068.0,93.0,0.39,0.39,0.37,13.46,1.24,0.92,3.11,0.44,6.72,5.57,1.2,1.25,1.21,16.0,2.0,10.0,28.0,1.0,2.0,0.0,2.0,0.0,6.0,7.0,15.0,17.0,5.0,10.0,9.0,25.0,4.0,6.0,13.0,5.0,0.0,0.44,0.8,0.0,1.0,0.0,0.0,28.83,18.0,18.56,6.0,0.2,0.2,0.2,1.23,1.24,1.21,21.96,1.91,1.49,5.8,0.77,12.31,8.71,1.83,1.92,1.83,20.0,11.0,12.0,43.0,1.0,3.0,0.0,5.0,0.0,14.0,8.0,19.0,30.0,3.0,6.0,21.0,14.0,1.0,9.0,25.0,2.0,4.0,0.68,0.21,1.02,1.0,0.0,0.0,42.7,31.0,30.77,4.0,0.31,0.59,0.59,1.63,1.63,1.59
